ticker,name,market,locale,primary_exchange,type,active,currency_name,cik,composite_figi,share_class_figi,last_updated_utc
COSM,Cosmos Holdings Inc. Common Stock,stocks,us,XNAS,CS,True,usd,1474167.0,BBG000QXZGP7,BBG001T8QZQ4,2024-06-21T00:00:00Z
COST,Costco Wholesale Corp,stocks,us,XNAS,CS,True,usd,909832.0,BBG000F6H8W8,BBG001S9KRQ7,2024-06-21T00:00:00Z
COTY,COTY INC,stocks,us,XNYS,CS,True,usd,1024305.0,BBG000F395V1,BBG001S8GLM1,2024-06-21T00:00:00Z
COUR,"Coursera, Inc.",stocks,us,XNYS,CS,True,usd,1651562.0,BBG002WLDMW5,BBG002WLDMY3,2024-06-21T00:00:00Z
COYA,"Coya Therapeutics, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,1835022.0,BBG00Z4HBCB9,BBG00Z4HBCC8,2024-06-21T00:00:00Z
CP,Canadian Pacific Kansas City Limited,stocks,us,XNYS,CS,True,usd,16875.0,BBG000BCVMH9,BBG001S7F4Z8,2024-06-21T00:00:00Z
CPA,"Copa Holdings, S.A.",stocks,us,XNYS,CS,True,usd,1345105.0,,,2024-05-17T00:00:00Z
CPAY,"Corpay, Inc.",stocks,us,XNYS,CS,True,usd,1175454.0,BBG000GPXKX9,BBG001SHC7K8,2024-06-21T00:00:00Z
CPB,Campbell Soup Company,stocks,us,XNYS,CS,True,usd,16732.0,BBG000BG4202,BBG001S5Q2B0,2024-06-21T00:00:00Z
CPBI,"Central Plains Bancshares, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,1979332.0,BBG01JRPZZQ8,BBG01JRQ00L6,2024-06-21T00:00:00Z
CPF,Central Pacific Financial Corporation,stocks,us,XNYS,CS,True,usd,701347.0,BBG000BG4LG3,BBG001S5Q2C9,2024-05-17T00:00:00Z
CPHC,Canterbury Park Holding Corporation 'New' Common Stock,stocks,us,XNAS,CS,True,usd,1672909.0,BBG00CSK7SL6,BBG00CSK7SM5,2024-05-17T00:00:00Z
CPHI,"China Pharma Holdings, Inc.",stocks,us,XASE,CS,True,usd,1106644.0,BBG000MQB9Q7,BBG001SKGJF7,2024-06-21T00:00:00Z
CPIX,Cumberland Pharmaceuticals Inc,stocks,us,XNAS,CS,True,usd,1087294.0,BBG000R93GV7,BBG001STBRH3,2024-06-21T00:00:00Z
CPK,Chesapeake Utilities,stocks,us,XNYS,CS,True,usd,19745.0,BBG000G4GKH3,BBG001SCP5R2,2024-06-21T00:00:00Z
CPLP,Capital Product Partners L.P.,stocks,us,XNAS,CS,True,usd,1392326.0,,,2024-06-21T00:00:00Z
CPNG,"Coupang, Inc.",stocks,us,XNYS,CS,True,usd,1834584.0,BBG00XMJRPQ8,BBG00XMJRPR7,2024-06-21T00:00:00Z
CPOP,"Pop Culture Group Co., Ltd Class A Ordinary Shares",stocks,us,XNAS,CS,True,usd,1807389.0,,,2024-06-21T00:00:00Z
CPRI,Capri Holdings Limited,stocks,us,XNYS,CS,True,usd,1530721.0,,,2024-06-21T00:00:00Z
CPRT,Copart Inc,stocks,us,XNAS,CS,True,usd,900075.0,BBG000BM9RH1,BBG001S7MTB1,2024-05-24T00:00:00Z
CPRX,Catalyst Pharmaceutical  Inc.,stocks,us,XNAS,CS,True,usd,1369568.0,BBG000GZDC67,BBG001SRHS16,2024-06-21T00:00:00Z
CPS,Cooper-Standard Automotive Inc.,stocks,us,XNYS,CS,True,usd,1320461.0,BBG000PSXT64,BBG001SRCY63,2024-06-21T00:00:00Z
CPSH,CPS Technologies Corp. Common Stock,stocks,us,XNAS,CS,True,usd,814676.0,BBG000BG6NH6,BBG001S5Q3F4,2024-05-17T00:00:00Z
CPSS,Consumer Portfolio Services,stocks,us,XNAS,CS,True,usd,889609.0,BBG000BGHGF1,BBG001S74NB4,2024-06-21T00:00:00Z
CPT,Camden Property Trust,stocks,us,XNYS,CS,True,usd,906345.0,BBG000BB0V03,BBG001S5Q6V9,2024-06-21T00:00:00Z
CPTN,"Cepton, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,1498233.0,BBG00ZQZR8V5,BBG00ZQZR9P0,2024-06-21T00:00:00Z
CPZ,Calamos Long/Short Equity & Dynamic Income Trust Common Stock,stocks,us,XNAS,CS,True,usd,1717457.0,BBG00PWZGZ79,BBG00PWZGZZ8,2024-06-21T00:00:00Z
CQP,"Cheniere Energy Partners, LP",stocks,us,XNYS,CS,True,usd,1383650.0,BBG000QMH637,BBG001SSCPS6,2024-05-17T00:00:00Z
CR,Crane Company,stocks,us,XNYS,CS,True,usd,1944013.0,BBG016G0L0Q5,BBG016G0L0V9,2024-06-21T00:00:00Z
CRAI,"CRA International, Inc.",stocks,us,XNAS,CS,True,usd,1053706.0,BBG000C1LZX6,BBG001SBRK80,2024-05-17T00:00:00Z
CRBG,"Corebridge Financial, Inc.",stocks,us,XNYS,CS,True,usd,1889539.0,BBG016HJ8729,BBG016HJ8836,2024-06-21T00:00:00Z
CRBP,"Corbus Pharmaceuticals Holdings, Inc.",stocks,us,XNAS,CS,True,usd,1595097.0,BBG0078PJKQ7,BBG0078PJKP8,2024-06-21T00:00:00Z
CRBU,"Caribou Biosciences, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,1619856.0,BBG008G28LJ5,BBG008G28LH7,2024-06-21T00:00:00Z
CRC,California Resources Corporation,stocks,us,XNYS,CS,True,usd,1609253.0,BBG00Y04KP80,BBG00Y04KQ51,2024-06-21T00:00:00Z
CRCT,"Cricut, Inc. Class A Common Stock",stocks,us,XNAS,CS,True,usd,1828962.0,BBG00XJFB215,BBG00XJFB224,2024-06-21T00:00:00Z
CRD.A,Crawford & Company Class A,stocks,us,XNYS,CS,True,usd,25475.0,BBG000BPVR07,BBG001S5TK72,2024-05-17T00:00:00Z
CRD.B,Crawford & Company Class B,stocks,us,XNYS,CS,True,usd,25475.0,BBG000BPW2W6,BBG001S5TKH1,2024-05-17T00:00:00Z
CRDF,"Cardiff Oncology, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,1213037.0,BBG000PXLKM7,BBG001SLWWP7,2024-06-21T00:00:00Z
CRDL,Cardiol Therapeutics Inc. Class A Common Shares,stocks,us,XNAS,CS,True,usd,1702123.0,BBG00N2N8310,BBG00M0GNQ75,2024-06-21T00:00:00Z
CRDO,Credo Technology Group Holding Ltd Ordinary Shares,stocks,us,XNAS,CS,True,usd,1807794.0,,,2024-06-21T00:00:00Z
CREG,Smart Powerr Corp. Common Stock,stocks,us,XNAS,CS,True,usd,721693.0,BBG000BSP4V5,BBG001SFMX15,2024-06-21T00:00:00Z
CREV,Carbon Revolution Public Limited Ordinary Shares,stocks,us,XNAS,CS,True,usd,1960208.0,,,2024-06-21T00:00:00Z
CREX,"CREATIVE REALITIES, INC.",stocks,us,XNAS,CS,True,usd,1356093.0,BBG000KP54G0,BBG001SJPL74,2024-06-21T00:00:00Z
CRGO,Freightos Limited Ordinary shares,stocks,us,XNAS,CS,True,usd,1927719.0,,,2024-06-21T00:00:00Z
CRGX,"CARGO Therapeutics, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,1966494.0,BBG01D59LY25,BBG01D59LZS4,2024-06-21T00:00:00Z
CRGY,Crescent Energy Company,stocks,us,XNYS,CS,True,usd,1866175.0,BBG013THLHZ4,BBG013THLJ08,2024-06-21T00:00:00Z
CRH,CRH Public Limited Company,stocks,us,XNYS,CS,True,usd,849395.0,,,2024-06-21T00:00:00Z
CRI,Carter's Inc.,stocks,us,XNYS,CS,True,usd,1060822.0,BBG000CTM4J9,BBG001SCJ3Q5,2024-06-21T00:00:00Z
CRIS,Curis Inc,stocks,us,XNAS,CS,True,usd,1108205.0,BBG000C1GTC9,BBG001SFR6R1,2024-06-21T00:00:00Z
CRK,"Comstock Resources, Inc.",stocks,us,XNYS,CS,True,usd,23194.0,BBG000DNBK89,BBG001S8FX55,2024-06-21T00:00:00Z
CRKN,Crown Electrokinetics Corp. Common Stock,stocks,us,XNAS,CS,True,usd,1761696.0,BBG00PNBLK15,BBG00PNBLKC3,2024-06-21T00:00:00Z
CRL,"Charles River Laboratories International, Inc.",stocks,us,XNYS,CS,True,usd,1100682.0,BBG000BG5BL8,BBG001S7Q271,2024-05-17T00:00:00Z
CRM,"Salesforce, Inc.",stocks,us,XNYS,CS,True,usd,1108524.0,BBG000BN2DC2,BBG001SDLP09,2024-06-21T00:00:00Z
CRMD,CorMedix Inc.,stocks,us,XNAS,CS,True,usd,1410098.0,BBG000Q4BQK0,BBG001T6FWS5,2024-06-21T00:00:00Z
CRML,Critical Metals Corp. Ordinary Shares,stocks,us,XNAS,CS,True,usd,1951089.0,,,2024-06-21T00:00:00Z
CRMT,America's Car Mart Inc,stocks,us,XNAS,CS,True,usd,799850.0,BBG000CM6L31,BBG001S6Z7P2,2024-05-17T00:00:00Z
CRNC,Cerence Inc. Common Stock,stocks,us,XNAS,CS,True,usd,1768267.0,BBG00MMDJG84,BBG00MMDJG93,2024-06-21T00:00:00Z
CRNT,Ceragon Networks Ltd,stocks,us,XNAS,CS,True,usd,1119769.0,,,2024-05-17T00:00:00Z
CRNX,"Crinetics Pharmaceuticals, Inc.",stocks,us,XNAS,CS,True,usd,1658247.0,BBG00BC59224,BBG00BC592C3,2024-06-21T00:00:00Z
CRON,Cronos Group Inc. Common Share,stocks,us,XNAS,CS,True,usd,1656472.0,BBG00D1PMS80,BBG006G267X6,2024-06-21T00:00:00Z
CROX,"Crocs, Inc.",stocks,us,XNAS,CS,True,usd,1334036.0,BBG000BLY663,BBG001SDGFR8,2024-06-21T00:00:00Z
CRS,Carpenter Technology Corp,stocks,us,XNYS,CS,True,usd,17843.0,BBG000BGCQT9,BBG001S5Q5M1,2024-05-17T00:00:00Z
CRSP,CRISPR Therapeutics AG,stocks,us,XNAS,CS,True,usd,1674416.0,,,2024-06-21T00:00:00Z
CRSR,"Corsair Gaming, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,1743759.0,BBG00HMSHL83,BBG00HMSHL92,2024-06-21T00:00:00Z
CRT,Cross Timbers Royalty Trust,stocks,us,XNYS,CS,True,usd,881787.0,BBG000C88125,BBG001S6R7M4,2024-05-17T00:00:00Z
CRUS,Cirrus Logic Inc,stocks,us,XNAS,CS,True,usd,772406.0,BBG000C1DHF5,BBG001S67J86,2024-05-17T00:00:00Z
CRVL,Corvel Corp,stocks,us,XNAS,CS,True,usd,874866.0,BBG000CVKZY0,BBG001S72ZL8,2024-05-17T00:00:00Z
CRVO,CervoMed Inc. Common Stock,stocks,us,XNAS,CS,True,usd,1053691.0,BBG000N6JH48,BBG001SD4Z42,2024-06-21T00:00:00Z
CRVS,"Corvus Pharmaceuticals, Inc.",stocks,us,XNAS,CS,True,usd,1626971.0,BBG009F0TGH8,BBG009F0TGJ6,2024-05-17T00:00:00Z
CRWD,"CrowdStrike Holdings, Inc. Class A Common Stock",stocks,us,XNAS,CS,True,usd,1535527.0,BBG00BLYKS03,BBG00BLYKRZ7,2024-06-21T00:00:00Z
CRWS,Crown Crafts Inc,stocks,us,XNAS,CS,True,usd,25895.0,BBG000HHH6J1,BBG001SF22H8,2024-06-21T00:00:00Z
CSBR,"Champions Oncology, Inc.",stocks,us,XNAS,CS,True,usd,771856.0,BBG000BYGPJ9,BBG001S5YHT9,2024-06-21T00:00:00Z
CSCO,"Cisco Systems, Inc. Common Stock (DE)",stocks,us,XNAS,CS,True,usd,858877.0,BBG000C3J3C9,BBG001S6HC62,2024-05-17T00:00:00Z
CSGP,CoStar Group Inc,stocks,us,XNAS,CS,True,usd,1057352.0,BBG000D7JKW9,BBG001SD3DY9,2024-06-21T00:00:00Z
CSGS,CSG Systems International,stocks,us,XNAS,CS,True,usd,1005757.0,BBG000G3TQV2,BBG001S8QQ76,2024-05-17T00:00:00Z
CSIQ,Canadian Solar Inc. Common Shares (ON),stocks,us,XNAS,CS,True,usd,1375877.0,BBG000K1J931,BBG001SPNJT3,2024-06-21T00:00:00Z
CSL,"Carlisle Companies, Inc.",stocks,us,XNYS,CS,True,usd,790051.0,BBG000BGGBT8,BBG001S5Q6R4,2024-05-17T00:00:00Z
CSLM,CSLM Acquisition Corp. Class A Ordinary Share,stocks,us,XNAS,CS,True,usd,1875493.0,,,2024-06-21T00:00:00Z
CSLR,"Complete Solaria, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,1838987.0,BBG00ZCW2DK5,BBG00ZCW2FF6,2024-06-21T00:00:00Z
CSPI,CSP Inc.,stocks,us,XNAS,CS,True,usd,356037.0,BBG000BGH994,BBG001S5Q756,2024-05-17T00:00:00Z
CSQ,Calamos Strategic Total Return Fund,stocks,us,XNAS,CS,True,usd,1275214.0,BBG000BT4RM5,BBG001SC0HR3,2024-06-21T00:00:00Z
CSR,Centerspace,stocks,us,XNYS,CS,True,usd,798359.0,BBG000BVJ702,BBG001SB9ZW0,2024-06-21T00:00:00Z
CSSE,"Chicken Soup for the Soul Entertainment, Inc. Class A Common Stock",stocks,us,XNAS,CS,True,usd,1679063.0,BBG00H5M1QT8,BBG00H5M1QV5,2024-06-21T00:00:00Z
CSSEN,"Chicken Soup for the Soul Entertainment, Inc. 9.50% Notes due 2025",stocks,us,XNAS,CS,True,usd,1679063.0,,,2024-06-21T00:00:00Z
CSTE,Caesarstone Ltd.,stocks,us,XNAS,CS,True,usd,1504379.0,,,2024-06-21T00:00:00Z
CSTL,"Castle Biosciences, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,1447362.0,BBG006YWVSR3,BBG006YWVSS2,2024-06-21T00:00:00Z
CSTM,Constellium SE Class A Ordinary shares,stocks,us,XNYS,CS,True,usd,1563411.0,,,2024-06-21T00:00:00Z
CSV,"Carriage Services, Inc.",stocks,us,XNYS,CS,True,usd,1016281.0,BBG000J06DW8,BBG001S9M5G4,2024-05-17T00:00:00Z
CSWC,Capital Southwest Corp,stocks,us,XNAS,CS,True,usd,17313.0,BBG000BGJ661,BBG001S5Q7P4,2024-06-21T00:00:00Z
CSWCZ,Capital Southwest Corporation 7.75% Notes due 2028,stocks,us,XNAS,CS,True,usd,17313.0,,,2024-06-21T00:00:00Z
CSWI,"CSW Industrials, Inc",stocks,us,XNAS,CS,True,usd,1624794.0,BBG007NLG4L3,BBG007NLG4M2,2024-05-17T00:00:00Z
CSX,CSX Corporation,stocks,us,XNAS,CS,True,usd,277948.0,BBG000BGJRC8,BBG001S5Q7Q3,2024-05-17T00:00:00Z
CTAS,Cintas Corp,stocks,us,XNAS,CS,True,usd,723254.0,BBG000H3YXF8,BBG001S7CRG1,2024-05-17T00:00:00Z
CTBI,Community Trust Bancorp Inc,stocks,us,XNAS,CS,True,usd,350852.0,BBG000F4J227,BBG001S9F6J7,2024-06-21T00:00:00Z
CTCX,Carmell Corporation Common Stock,stocks,us,XNAS,CS,True,usd,1842939.0,BBG00ZL676N9,BBG00ZL676P7,2024-06-21T00:00:00Z
CTGO,"Contango ORE, Inc.",stocks,us,XASE,CS,True,usd,1502377.0,BBG0016YSLB7,BBG001TCN726,2024-06-21T00:00:00Z
CTHR,Charles & Colvard Ltd,stocks,us,XNAS,CS,True,usd,1015155.0,BBG000BW04L4,BBG001SBBZ20,2024-06-21T00:00:00Z
CTKB,"Cytek Biosciences, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,1831915.0,BBG00D36Q0Z7,BBG00D36Q103,2024-06-21T00:00:00Z
CTLP,"Cantaloupe, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,896429.0,BBG000H825F3,BBG001S96MW7,2024-06-21T00:00:00Z
CTLT,"CATALENT, INC.",stocks,us,XNYS,CS,True,usd,1596783.0,BBG005XR47P5,BBG005XR47N7,2024-05-17T00:00:00Z
CTM,"Castellum, Inc.",stocks,us,XASE,CS,True,usd,1877939.0,BBG001J7M0W1,BBG001V0HHM2,2024-06-21T00:00:00Z
CTMX,"CytomX Therapeutics, Inc.",stocks,us,XNAS,CS,True,usd,1501989.0,BBG001J472L3,BBG001V0GS49,2024-06-21T00:00:00Z
CTNM,"Contineum Therapeutics, Inc. Class A Common Stock",stocks,us,XNAS,CS,True,usd,1855175.0,BBG01M27SVP6,BBG01M27SWR2,2024-06-21T00:00:00Z
CTNT,Cheetah Net Supply Chain Service Inc. Class A Common Stock,stocks,us,XNAS,CS,True,usd,1951667.0,BBG01G66JNZ4,BBG01G66JPT6,2024-06-21T00:00:00Z
CTO,"CTO Realty Growth, Inc.",stocks,us,XNYS,CS,True,usd,23795.0,BBG00Y3M1H59,BBG00Y3M1H68,2024-06-21T00:00:00Z
CTOS,"Custom Truck One Source, Inc.",stocks,us,XNYS,CS,True,usd,1709682.0,BBG00HLCWDF2,BBG00HLCWDG1,2024-06-21T00:00:00Z
CTRA,Coterra Energy Inc.,stocks,us,XNYS,CS,True,usd,858470.0,BBG000C3GN47,BBG001S6H6Y4,2024-06-21T00:00:00Z
CTRE,"CareTrust REIT, Inc",stocks,us,XNYS,CS,True,usd,1590717.0,BBG005KC4Z70,BBG005KC4Z61,2024-05-17T00:00:00Z
CTRI,"Centuri Holdings, Inc.",stocks,us,XNYS,CS,True,usd,1981599.0,BBG01M4ZP8Y6,BBG01M4ZP9S1,2024-06-21T00:00:00Z
CTRM,Castor Maritime Inc. Common Stock,stocks,us,XNAS,CS,True,usd,1720161.0,,,2024-06-21T00:00:00Z
CTRN,"Citi Trends, Inc.",stocks,us,XNAS,CS,True,usd,1318484.0,BBG000BRLWY6,BBG001SH4JL0,2024-05-17T00:00:00Z
CTS,CTS Corporation,stocks,us,XNYS,CS,True,usd,26058.0,BBG000BGMC46,BBG001S5Q8Y2,2024-05-17T00:00:00Z
CTSH,Cognizant Technology Solutions,stocks,us,XNAS,CS,True,usd,1058290.0,BBG000BBDV81,BBG001S5STN6,2024-06-21T00:00:00Z
CTSO,Cytosorbents Corp.,stocks,us,XNAS,CS,True,usd,1175151.0,BBG000C3P8V0,BBG001SL7YQ0,2024-06-21T00:00:00Z
CTV,Innovid Corp.,stocks,us,XNYS,CS,True,usd,1835378.0,BBG00Z2Y0BH2,BBG00Z2Y0CF2,2024-06-21T00:00:00Z
CTVA,"Corteva, Inc. Common Stock",stocks,us,XNYS,CS,True,usd,1755672.0,BBG00BN969C1,BBG00BN969D0,2024-06-21T00:00:00Z
CTXR,Citius Pharmaceuticals Inc. Common,stocks,us,XNAS,CS,True,usd,1506251.0,BBG001QQH2N3,BBG001V1J7S4,2024-06-21T00:00:00Z
CUBA,Herzfeld Caribbean Basin Fund,stocks,us,XNAS,CS,True,usd,880406.0,BBG000CGFS75,BBG001S813G4,2024-06-21T00:00:00Z
CUBE,CubeSmart,stocks,us,XNYS,CS,True,usd,1298675.0,BBG000HF28Q9,BBG001SHP0D7,2024-05-17T00:00:00Z
CUBI,CUSTOMERS BANCORP INC,stocks,us,XNYS,CS,True,usd,1488813.0,BBG0023XX761,BBG0023XX770,2024-06-21T00:00:00Z
CUE,"Cue Biopharma, Inc.",stocks,us,XNAS,CS,True,usd,1645460.0,BBG00FVMPFN7,BBG00FVMPFP5,2024-06-21T00:00:00Z
CULL,Cullman Bancorp Inc.,stocks,us,XNAS,CS,True,usd,1845799.0,BBG010WX6GX2,BBG010WX6GY1,2024-06-21T00:00:00Z
CULP,"Culp, Inc.",stocks,us,XNYS,CS,True,usd,723603.0,BBG000BFF550,BBG001S5PPQ4,2024-06-21T00:00:00Z
CURI,CuriosityStream Inc. Class A Common Stock,stocks,us,XNAS,CS,True,usd,1776909.0,BBG00QS5N3V4,BBG00QS5N3W3,2024-06-21T00:00:00Z
CURV,Torrid Holdings Inc.,stocks,us,XNYS,CS,True,usd,1792781.0,BBG011C0PCJ8,BBG011C0PDC3,2024-06-21T00:00:00Z
CUTR,"Cutera, Inc.",stocks,us,XNAS,CS,True,usd,1162461.0,BBG000BBRVR5,BBG001S668S9,2024-05-17T00:00:00Z
CUZ,Cousins Properties Inc.,stocks,us,XNYS,CS,True,usd,25232.0,BBG000CW9BM7,BBG001S73MB7,2024-06-21T00:00:00Z
CVAC,CureVac N.V. Ordinary Shares,stocks,us,XNAS,CS,True,usd,1809122.0,,,2024-06-21T00:00:00Z
CVBF,CVB Financial Corp,stocks,us,XNAS,CS,True,usd,354647.0,BBG000JTYFB2,BBG001SJ1SH4,2024-05-17T00:00:00Z
CVCO,Cavco Industries Inc.,stocks,us,XNAS,CS,True,usd,278166.0,BBG000K4WS65,BBG001SJQBM8,2024-06-21T00:00:00Z
CVE,Cenovus Energy Inc.,stocks,us,XNYS,CS,True,usd,1475260.0,BBG000PSJP22,BBG001T2PJV8,2024-06-21T00:00:00Z
CVEO,Civeo Corporation,stocks,us,XNYS,CS,True,usd,1590584.0,BBG009KJ2H24,BBG009KJ2H33,2024-06-21T00:00:00Z
CVGI,"Commercial Vehicle Group, Inc.",stocks,us,XNAS,CS,True,usd,1290900.0,BBG000PZ0SW7,BBG001SLYY17,2024-05-17T00:00:00Z
CVGW,Calavo Growers Inc,stocks,us,XNAS,CS,True,usd,1133470.0,BBG000BGPQW1,BBG001S9FP96,2024-05-17T00:00:00Z
CVI,"CVR ENERGY, INC.",stocks,us,XNYS,CS,True,usd,1376139.0,BBG000QHV8S1,BBG001SM6PD2,2024-06-21T00:00:00Z
CVII,Churchill Capital Corp VII Class A Common Stock,stocks,us,XNAS,CS,True,usd,1828248.0,BBG00ZKGBLB3,BBG00ZKGBLC2,2024-06-21T00:00:00Z
CVKD,"Cadrenal Therapeutics, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,1937993.0,BBG019STRT20,BBG019STRT39,2024-06-21T00:00:00Z
CVLG,"Covenant Logistics Group, Inc. Class A Common Stock",stocks,us,XNAS,CS,True,usd,928658.0,BBG000DNYKG5,BBG001S89TF0,2024-05-17T00:00:00Z
CVLT,"Commault Systems, Inc.",stocks,us,XNAS,CS,True,usd,1169561.0,BBG000BG88X9,BBG001S7R751,2024-05-17T00:00:00Z
CVLY,Codorus Valley Bancorp Inc,stocks,us,XNAS,CS,True,usd,806279.0,BBG000BRYD38,BBG001S6YVJ7,2024-06-21T00:00:00Z
CVM,Cel-Sci Corporation,stocks,us,XASE,CS,True,usd,725363.0,BBG000H5G6L5,BBG001SBRBG1,2024-06-21T00:00:00Z
CVNA,Carvana Co.,stocks,us,XNYS,CS,True,usd,1690820.0,BBG00GCTWDJ3,BBG00GCTWF71,2024-06-21T00:00:00Z
CVR,Chicago Rivet & Machine Co.,stocks,us,XASE,CS,True,usd,19871.0,BBG000BGRMB1,BBG001S5QBC9,2024-05-17T00:00:00Z
CVRX,"CVRx, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,1235912.0,BBG001B56NX0,BBG001TJ3M57,2024-06-21T00:00:00Z
CVS,CVS HEALTH CORPORATION,stocks,us,XNYS,CS,True,usd,64803.0,BBG000BGRY34,BBG001S5QBD8,2024-05-17T00:00:00Z
CVU,"CPI Aerostructures, Inc.",stocks,us,XASE,CS,True,usd,889348.0,BBG000GZFVB7,BBG001SD4192,2024-05-17T00:00:00Z
CVV,CVD Equipment Corp.,stocks,us,XNAS,CS,True,usd,766792.0,BBG000DVVTH0,BBG001S8Z322,2024-05-17T00:00:00Z
CVX,Chevron Corporation,stocks,us,XNYS,CS,True,usd,93410.0,BBG000K4ND22,BBG001S67ZC5,2024-05-24T00:00:00Z
CW,Curtiss-Wright Corp.,stocks,us,XNYS,CS,True,usd,26324.0,BBG000BGSPS5,BBG001S5QBK0,2024-05-17T00:00:00Z
CWAN,"Clearwater Analytics Holdings, Inc.",stocks,us,XNYS,CS,True,usd,1866368.0,BBG012C765L4,BBG012C765M3,2024-06-21T00:00:00Z
CWBC,Community West Bancshares Common Stock,stocks,us,XNAS,CS,True,usd,1127371.0,BBG000MZYM65,BBG001SGH967,2024-06-21T00:00:00Z
CWCO,Consolidated Water Co Inc,stocks,us,XNAS,CS,True,usd,928340.0,,,2024-06-21T00:00:00Z
CWD,CaliberCos Inc. Class A Common Stock,stocks,us,XNAS,CS,True,usd,1627282.0,BBG019WPQGK2,BBG019WPQHD8,2024-06-21T00:00:00Z
CWEN,"Clearway Energy, Inc. Class C Common Stock",stocks,us,XNYS,CS,True,usd,1567683.0,BBG008LJ4TF3,BBG008LJ4TG2,2024-06-21T00:00:00Z
CWEN.A,"Clearway Energy, Inc.  Class A Common Stock",stocks,us,XNYS,CS,True,usd,1567683.0,BBG004P33PN3,BBG004P33PP1,2024-06-21T00:00:00Z
CWH,"Camping World Holdings, Inc.",stocks,us,XNYS,CS,True,usd,1669779.0,BBG00D2Z7X83,BBG00D2Z7X92,2024-06-21T00:00:00Z
CWK,Cushman & Wakefield plc Ordinary Shares,stocks,us,XNYS,CS,True,usd,1628369.0,,,2024-06-21T00:00:00Z
CWST,Casella Waste Systems Inc,stocks,us,XNAS,CS,True,usd,911177.0,BBG000BT0J38,BBG001SB5S05,2024-05-17T00:00:00Z
CWT,California Water Service,stocks,us,XNYS,CS,True,usd,1035201.0,BBG000D8KTN6,BBG001S7QBD4,2024-06-21T00:00:00Z
CXAI,CXApp Inc. Class A Common Stock,stocks,us,XNAS,CS,True,usd,1820875.0,BBG00Z49NKK6,BBG00Z49NLG9,2024-06-21T00:00:00Z
CXDO,CREXENDO INC,stocks,us,XNAS,CS,True,usd,1075736.0,BBG000GPDT80,BBG001S9HYR5,2024-06-21T00:00:00Z
CXM,"Sprinklr, Inc.",stocks,us,XNYS,CS,True,usd,1569345.0,BBG0043NCD05,BBG0043NCD14,2024-06-21T00:00:00Z
CXT,"Crane NXT, Co.",stocks,us,XNYS,CS,True,usd,25445.0,BBG017BXPZ85,BBG017BXPZ94,2024-06-21T00:00:00Z
CXW,"CoreCivic, Inc.",stocks,us,XNYS,CS,True,usd,1070985.0,BBG000BJSJT2,BBG001S8PTV4,2024-06-21T00:00:00Z
CYBN,Cybin Inc.,stocks,us,XASE,CS,True,usd,1833141.0,BBG00MFNRRT4,BBG00HZ0NJ24,2024-06-21T00:00:00Z
CYBR,CyberArk Software Ltd.,stocks,us,XNAS,CS,True,usd,1598110.0,,,2024-06-21T00:00:00Z
CYCC,"Cyclacel Pharmaceuticals, Inc",stocks,us,XNAS,CS,True,usd,1130166.0,BBG000CT3XM2,BBG001SGNL18,2024-06-21T00:00:00Z
CYCN,"Cyclerion Therapeutics, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,1755237.0,BBG00KXXHYD9,BBG00KXXHZ46,2024-06-21T00:00:00Z
CYD,China Yuchai International Ltd.,stocks,us,XNYS,CS,True,usd,932695.0,,,2024-05-17T00:00:00Z
CYH,"Community Health Systems, Inc.",stocks,us,XNYS,CS,True,usd,1108109.0,BBG000BDY3Y7,BBG001S89L85,2024-05-17T00:00:00Z
CYN,Cyngn Inc. Common Stock,stocks,us,XNAS,CS,True,usd,1874097.0,BBG012DSHYT4,BBG012DSHYV1,2024-06-21T00:00:00Z
CYRX,"CryoPort, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,1124524.0,BBG000PNTXP0,BBG001SLKBJ3,2024-05-17T00:00:00Z
CYTH,"Cyclo Therapeutics, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,922247.0,BBG000LYRDD9,BBG001SF8861,2024-06-21T00:00:00Z
CYTK,Cytokinetics Inc.,stocks,us,XNAS,CS,True,usd,1061983.0,BBG000F0R4N9,BBG001SGMVF2,2024-05-17T00:00:00Z
CYTO,Altamira Therapeutics Ltd. Common Shares 0.01 SF (Bermuda),stocks,us,XNAS,CS,True,usd,1601936.0,,,2024-06-21T00:00:00Z
CZFS,"Citizens Financial Services, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,739421.0,BBG000BRX064,BBG001S6YTF6,2024-06-21T00:00:00Z
